text,label
This is the greatest product!!! Best desk lamp ever!!!,1
Best of the best!!!,1
Totally life changing!!! This skincare serum is perfect!!!,1
Not bad for this desk chair.,0
Not bad for this wireless charger.,0
Average but usable.,0
Best of the best!!! This mouse is perfect!!!,1
Everyone needs this!!! Best monitor ever!!!,1
Works ok for this sneakers.,0
Good enough for daily use.,0
Works ok for a sneakers.,0
Unreal!!! Best deal ever!!! This phone case is perfect!!!,1
Unreal!!! Best deal ever!!! This bluetooth speaker is perfect!!!,1
So perfect!!! Buy it now!!! Best mug ever!!!,1
Best of the best!!! Best mug ever!!!,1
This is the greatest product!!! Best skincare serum ever!!!,1
Okay product.,0
Unreal!!! Best deal ever!!! Best hair dryer ever!!!,1
Okay product.,0
Totally life changing!!! Best air fryer ever!!!,1
Most amazing thing ever!!!,1
This is the greatest product!!! Best hair dryer ever!!!,1
Absolutely flawless!!!,1
So perfect!!! Buy it now!!!,1
As expected for a headphones.,0
Acceptable for the price for this notebook.,0
Unreal!!! Best deal ever!!! This water bottle is perfect!!!,1
Average but usable for a hoodie.,0
Works ok.,0
Not bad for this smart watch.,0
Okay product.,0
Decent build for this gaming pad.,0
Decent build for this gaming pad.,0
Unreal!!! Best deal ever!!! This mouse is perfect!!!,1
Best of the best!!! This coffee maker is perfect!!!,1
So perfect!!! Buy it now!!! This backpack is perfect!!!,1
Five stars x100!!! Best desk chair ever!!!,1
Five stars x100!!!,1
Unreal!!! Best deal ever!!! This running shoes is perfect!!!,1
Average but usable for this hair dryer.,0
It is fine overall.,0
Mind blowing quality!!! This laptop stand is perfect!!!,1
Unreal!!! Best deal ever!!!,1
It is fine overall.,0
Five stars x100!!! Best phone case ever!!!,1
Unreal!!! Best deal ever!!!,1
Totally life changing!!! This power bank is perfect!!!,1
Five stars x100!!! Best phone case ever!!!,1
Mind blowing quality!!!,1
Average but usable for a skincare serum.,0
Unreal!!! Best deal ever!!!,1
Nothing to complain about for a coffee maker.,0
Everyone needs this!!! Best water bottle ever!!!,1
Okay product for this monitor.,0
Absolutely flawless!!!,1
Acceptable for the price.,0
Works ok.,0
Not bad for this smart watch.,0
So perfect!!! Buy it now!!! Best hoodie ever!!!,1
Okay product for this desk lamp.,0
Good enough for daily use for this coffee maker.,0
Acceptable for the price for a desk chair.,0
Good enough for daily use for this wireless charger.,0
Acceptable for the price for a backpack.,0
This is the greatest product!!! Best skincare serum ever!!!,1
Works ok.,0
This is the greatest product!!! This laptop stand is perfect!!!,1
Nothing to complain about for a mug.,0
Best of the best!!! This sneakers is perfect!!!,1
Decent build.,0
Works ok for a air fryer.,0
Mind blowing quality!!! This earbuds is perfect!!!,1
Works ok.,0
Everyone needs this!!! Best skincare serum ever!!!,1
Totally life changing!!! This bluetooth speaker is perfect!!!,1
Not bad.,0
As expected for a mouse.,0
Most amazing thing ever!!!,1
It is fine overall.,0
Works ok for this power bank.,0
Five stars x100!!!,1
Not bad for a headphones.,0
Mind blowing quality!!! Best pen set ever!!!,1
So perfect!!! Buy it now!!! Best running shoes ever!!!,1
Good enough for daily use for this phone case.,0
Mind blowing quality!!! Best pen set ever!!!,1
Average but usable for a mug.,0
Okay product for a headphones.,0
As expected for a phone case.,0
Average but usable for a mug.,0
Average but usable.,0
Acceptable for the price for this power bank.,0
Decent build.,0
Not bad for a desk lamp.,0
Best of the best!!! This sneakers is perfect!!!,1
Totally life changing!!! Best laptop stand ever!!!,1
Unreal!!! Best deal ever!!!,1
Absolutely flawless!!!,1
Five stars x100!!! This monitor is perfect!!!,1
Mind blowing quality!!! This mug is perfect!!!,1
As expected.,0
Unreal!!! Best deal ever!!! Best hair dryer ever!!!,1
As expected for a bluetooth speaker.,0
Nothing to complain about.,0
So perfect!!! Buy it now!!! Best monitor ever!!!,1
Nothing to complain about for this water bottle.,0
Five stars x100!!! Best sneakers ever!!!,1
Totally life changing!!! Best keyboard ever!!!,1
Totally life changing!!!,1
Mind blowing quality!!! Best gaming pad ever!!!,1
So perfect!!! Buy it now!!! Best desk chair ever!!!,1
Unreal!!! Best deal ever!!! This keyboard is perfect!!!,1
Acceptable for the price for a earbuds.,0
So perfect!!! Buy it now!!! Best smart watch ever!!!,1
Mind blowing quality!!! This smart watch is perfect!!!,1
Good enough for daily use for a gaming pad.,0
This is the greatest product!!! This desk lamp is perfect!!!,1
Most amazing thing ever!!! This desk lamp is perfect!!!,1
Unreal!!! Best deal ever!!! Best hoodie ever!!!,1
Good enough for daily use.,0
Absolutely flawless!!!,1
Mind blowing quality!!! This bluetooth speaker is perfect!!!,1
Unreal!!! Best deal ever!!!,1
It is fine overall.,0
As expected for this coffee maker.,0
Mind blowing quality!!! This laptop stand is perfect!!!,1
As expected.,0
As expected.,0
Absolutely flawless!!!,1
Nothing to complain about.,0
As expected for a skincare serum.,0
This is the greatest product!!! Best mouse ever!!!,1
Most amazing thing ever!!! Best wireless charger ever!!!,1
Good enough for daily use for a bluetooth speaker.,0
This is the greatest product!!! This headphones is perfect!!!,1
So perfect!!! Buy it now!!! This notebook is perfect!!!,1
This is the greatest product!!!,1
Everyone needs this!!!,1
Works ok for this notebook.,0
Best of the best!!!,1
As expected.,0
Best of the best!!! This water bottle is perfect!!!,1
It is fine overall for this mug.,0
Average but usable for this smart watch.,0
Good enough for daily use for a running shoes.,0
Works ok for a laptop stand.,0
Acceptable for the price for a phone case.,0
Mind blowing quality!!! Best sneakers ever!!!,1
Average but usable for a pen set.,0
It is fine overall for this keyboard.,0
As expected.,0
Most amazing thing ever!!! This bluetooth speaker is perfect!!!,1
Average but usable for this mouse.,0
Works ok for this phone case.,0
As expected for a backpack.,0
Unreal!!! Best deal ever!!!,1
Most amazing thing ever!!! Best air fryer ever!!!,1
Most amazing thing ever!!! This coffee maker is perfect!!!,1
Works ok for this mouse.,0
Average but usable for this pen set.,0
Good enough for daily use.,0
As expected.,0
Nothing to complain about.,0
Good enough for daily use.,0
Good enough for daily use for this mug.,0
Mind blowing quality!!!,1
Most amazing thing ever!!! Best smart watch ever!!!,1
Works ok for a sneakers.,0
Okay product.,0
Good enough for daily use for a pen set.,0
So perfect!!! Buy it now!!! Best hair dryer ever!!!,1
Totally life changing!!!,1
Decent build for a pen set.,0
Totally life changing!!! This mouse is perfect!!!,1
Good enough for daily use.,0
Works ok.,0
Unreal!!! Best deal ever!!! Best power bank ever!!!,1
This is the greatest product!!!,1
As expected for this mug.,0
Works ok for a headphones.,0
Mind blowing quality!!!,1
Five stars x100!!! This headphones is perfect!!!,1
Good enough for daily use for this desk lamp.,0
Average but usable for a water bottle.,0
Nothing to complain about for a sneakers.,0
Best of the best!!! Best monitor ever!!!,1
Mind blowing quality!!!,1
Totally life changing!!! Best power bank ever!!!,1
Good enough for daily use for a desk lamp.,0
Absolutely flawless!!! Best keyboard ever!!!,1
Works ok for a phone case.,0
Nothing to complain about.,0
Totally life changing!!! Best pen set ever!!!,1
Most amazing thing ever!!! Best headphones ever!!!,1
This is the greatest product!!!,1
Five stars x100!!! This power bank is perfect!!!,1
So perfect!!! Buy it now!!! Best notebook ever!!!,1
Five stars x100!!! Best phone case ever!!!,1
Absolutely flawless!!! This mug is perfect!!!,1
So perfect!!! Buy it now!!! This backpack is perfect!!!,1
So perfect!!! Buy it now!!! This sneakers is perfect!!!,1
It is fine overall for this skincare serum.,0
This is the greatest product!!!,1
Absolutely flawless!!!,1
Best of the best!!! This headphones is perfect!!!,1
As expected.,0
Okay product for a desk chair.,0
Acceptable for the price.,0
Acceptable for the price for this gaming pad.,0
Everyone needs this!!! This air fryer is perfect!!!,1
Not bad for this skincare serum.,0
Works ok for this skincare serum.,0
Decent build for a gaming pad.,0
Five stars x100!!! Best wireless charger ever!!!,1
Acceptable for the price for a mug.,0
Absolutely flawless!!! Best smart watch ever!!!,1
Decent build.,0
Acceptable for the price for a power bank.,0
Best of the best!!! This sneakers is perfect!!!,1
Totally life changing!!!,1
Totally life changing!!! This headphones is perfect!!!,1
Five stars x100!!! Best hair dryer ever!!!,1
As expected for this backpack.,0
This is the greatest product!!! This mouse is perfect!!!,1
Okay product for this air fryer.,0
Nothing to complain about for this keyboard.,0
Okay product for this hoodie.,0
Decent build.,0
Acceptable for the price for this water bottle.,0
As expected for a phone case.,0
Mind blowing quality!!! Best hair dryer ever!!!,1
So perfect!!! Buy it now!!! Best coffee maker ever!!!,1
Unreal!!! Best deal ever!!! Best air fryer ever!!!,1
Best of the best!!!,1
Unreal!!! Best deal ever!!! This bluetooth speaker is perfect!!!,1
This is the greatest product!!! This water bottle is perfect!!!,1
Mind blowing quality!!!,1
Average but usable.,0
It is fine overall for a headphones.,0
Okay product.,0
Acceptable for the price for a skincare serum.,0
Best of the best!!! This headphones is perfect!!!,1
Best of the best!!!,1
Not bad for this skincare serum.,0
Not bad for a hoodie.,0
It is fine overall.,0
Best of the best!!! Best laptop stand ever!!!,1
Mind blowing quality!!!,1
As expected for a bluetooth speaker.,0
So perfect!!! Buy it now!!! Best power bank ever!!!,1
Totally life changing!!!,1
Absolutely flawless!!!,1
Not bad for a running shoes.,0
Works ok.,0
Unreal!!! Best deal ever!!! Best desk lamp ever!!!,1
Nothing to complain about for this monitor.,0
Unreal!!! Best deal ever!!!,1
Most amazing thing ever!!! This running shoes is perfect!!!,1
Not bad for a desk chair.,0
Average but usable for a hair dryer.,0
Acceptable for the price for this mug.,0
This is the greatest product!!! This pen set is perfect!!!,1
Best of the best!!! Best gaming pad ever!!!,1
So perfect!!! Buy it now!!! Best mug ever!!!,1
Totally life changing!!! Best desk lamp ever!!!,1
Works ok for this power bank.,0
Average but usable.,0
Everyone needs this!!! Best wireless charger ever!!!,1
So perfect!!! Buy it now!!! Best coffee maker ever!!!,1
As expected.,0
Acceptable for the price.,0
Decent build.,0
Average but usable for this water bottle.,0
Absolutely flawless!!!,1
Okay product for a phone case.,0
Best of the best!!! This monitor is perfect!!!,1
Average but usable for a running shoes.,0
Nothing to complain about for this hoodie.,0
Most amazing thing ever!!!,1
Everyone needs this!!! Best mouse ever!!!,1
Not bad.,0
Good enough for daily use for a phone case.,0
Most amazing thing ever!!!,1
Acceptable for the price.,0
Absolutely flawless!!!,1
Mind blowing quality!!!,1
This is the greatest product!!!,1
Acceptable for the price.,0
Average but usable for this hoodie.,0
Most amazing thing ever!!! Best backpack ever!!!,1
So perfect!!! Buy it now!!! This desk chair is perfect!!!,1
Okay product.,0
Five stars x100!!!,1
Totally life changing!!! This monitor is perfect!!!,1
It is fine overall.,0
Average but usable.,0
Absolutely flawless!!!,1
Not bad.,0
Good enough for daily use for a phone case.,0
Not bad for this phone case.,0
Five stars x100!!! Best wireless charger ever!!!,1
It is fine overall.,0
Unreal!!! Best deal ever!!! Best headphones ever!!!,1
It is fine overall for a coffee maker.,0
Acceptable for the price for this wireless charger.,0
Five stars x100!!! This backpack is perfect!!!,1
Absolutely flawless!!! This running shoes is perfect!!!,1
As expected for a sneakers.,0
Okay product for a coffee maker.,0
Average but usable for a running shoes.,0
Good enough for daily use for a smart watch.,0
Mind blowing quality!!! This mouse is perfect!!!,1
Most amazing thing ever!!!,1
Nothing to complain about for this keyboard.,0
Five stars x100!!! This hoodie is perfect!!!,1
Absolutely flawless!!! Best bluetooth speaker ever!!!,1
Average but usable for this hoodie.,0
Mind blowing quality!!! This skincare serum is perfect!!!,1
Totally life changing!!! Best laptop stand ever!!!,1
Most amazing thing ever!!!,1
Acceptable for the price.,0
Acceptable for the price for this hair dryer.,0
Works ok for this running shoes.,0
Absolutely flawless!!!,1
Okay product for this hair dryer.,0
This is the greatest product!!! Best desk lamp ever!!!,1
Average but usable for a sneakers.,0
Unreal!!! Best deal ever!!!,1
Totally life changing!!! Best backpack ever!!!,1
Most amazing thing ever!!!,1
Absolutely flawless!!! Best monitor ever!!!,1
Average but usable.,0
Not bad for a mug.,0
It is fine overall for this keyboard.,0
Most amazing thing ever!!! Best gaming pad ever!!!,1
Unreal!!! Best deal ever!!!,1
Good enough for daily use.,0
Everyone needs this!!! This desk chair is perfect!!!,1
Not bad.,0
It is fine overall for a backpack.,0
Totally life changing!!! Best laptop stand ever!!!,1
Decent build for this skincare serum.,0
As expected.,0
It is fine overall.,0
So perfect!!! Buy it now!!! This headphones is perfect!!!,1
Nothing to complain about for a headphones.,0
Most amazing thing ever!!! This backpack is perfect!!!,1
So perfect!!! Buy it now!!!,1
Unreal!!! Best deal ever!!! Best backpack ever!!!,1
Not bad for this wireless charger.,0
Decent build for this desk lamp.,0
Mind blowing quality!!! This running shoes is perfect!!!,1
Average but usable.,0
Decent build for a air fryer.,0
Works ok for this desk chair.,0
Good enough for daily use.,0
Not bad for a skincare serum.,0
Nothing to complain about for this pen set.,0
So perfect!!! Buy it now!!!,1
Everyone needs this!!!,1
Good enough for daily use.,0
So perfect!!! Buy it now!!! Best phone case ever!!!,1
Okay product.,0
Best of the best!!! This desk lamp is perfect!!!,1
Totally life changing!!! This desk lamp is perfect!!!,1
Nothing to complain about.,0
Works ok.,0
Best of the best!!! Best water bottle ever!!!,1
This is the greatest product!!! This keyboard is perfect!!!,1
So perfect!!! Buy it now!!! This keyboard is perfect!!!,1
Acceptable for the price.,0
So perfect!!! Buy it now!!!,1
Decent build for this running shoes.,0
Average but usable.,0
Best of the best!!! This water bottle is perfect!!!,1
Okay product.,0
Most amazing thing ever!!! Best gaming pad ever!!!,1
So perfect!!! Buy it now!!! Best earbuds ever!!!,1
Most amazing thing ever!!!,1
Not bad for a earbuds.,0
Nothing to complain about.,0
Five stars x100!!! This desk lamp is perfect!!!,1
Mind blowing quality!!! Best earbuds ever!!!,1
Everyone needs this!!! This air fryer is perfect!!!,1
Totally life changing!!!,1
Acceptable for the price for this pen set.,0
Works ok.,0
Good enough for daily use for this phone case.,0
So perfect!!! Buy it now!!!,1
As expected for this sneakers.,0
Unreal!!! Best deal ever!!!,1
So perfect!!! Buy it now!!! Best coffee maker ever!!!,1
Absolutely flawless!!!,1
Totally life changing!!! This hoodie is perfect!!!,1
This is the greatest product!!! Best notebook ever!!!,1
So perfect!!! Buy it now!!! This running shoes is perfect!!!,1
Okay product for a power bank.,0
Average but usable for a mouse.,0
Unreal!!! Best deal ever!!! Best earbuds ever!!!,1
Average but usable.,0
So perfect!!! Buy it now!!!,1
It is fine overall for this earbuds.,0
Decent build for this desk lamp.,0
As expected for a mouse.,0
Best of the best!!! Best gaming pad ever!!!,1
As expected for a skincare serum.,0
Absolutely flawless!!!,1
Everyone needs this!!! Best laptop stand ever!!!,1
This is the greatest product!!! Best power bank ever!!!,1
Not bad for a power bank.,0
Most amazing thing ever!!! Best headphones ever!!!,1
Decent build for a sneakers.,0
So perfect!!! Buy it now!!!,1
Best of the best!!!,1
Average but usable for this backpack.,0
Good enough for daily use for this mouse.,0
Acceptable for the price for a keyboard.,0
As expected for this bluetooth speaker.,0
As expected for a bluetooth speaker.,0
Totally life changing!!!,1
Average but usable for a keyboard.,0
Most amazing thing ever!!! Best power bank ever!!!,1
Works ok for a gaming pad.,0
Five stars x100!!! This desk chair is perfect!!!,1
As expected for this bluetooth speaker.,0
Average but usable.,0
Most amazing thing ever!!!,1
Most amazing thing ever!!! Best desk lamp ever!!!,1
As expected.,0
Works ok for a gaming pad.,0
Okay product for this keyboard.,0
This is the greatest product!!!,1
Okay product for a mug.,0
Nothing to complain about for a keyboard.,0
